Id,Locality,House or appartment?,Subtype,Price,Type of sale,Number of rooms,Living area,Fully equipped kitchen,Furnished,Open fire,Terrace,Area of terrace,Garden,Area of garden,Land surface,Number of facades,Swimming pool,State of building
10186999,Auderghem,APARTMENT,APARTMENT,399000.0,BUY_REGULAR,3.0,130.0,1,None,0,1,19,None,None,None,,None,AS_NEW
10294773,Molenbeek-Saint-Jean,HOUSE,MIXED_USE_BUILDING,565000.0,BUY_REGULAR,9.0,381.0,0,None,0,None,None,None,None,0,2,None,TO_BE_DONE_UP
10284990,Anderlecht,APARTMENT,FLAT_STUDIO,129000.0,BUY_REGULAR,1.0,44.0,0,None,0,1,None,None,None,None,,None,GOOD
10282799,Bruxelles,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,None,None,0,None,None,None,None,None,None,None,None
10267647,Uccle,APARTMENT,DUPLEX,635000.0,BUY_REGULAR,3.0,153.0,0,None,0,1,None,None,None,None,3,None,AS_NEW
10276668,Uccle,APARTMENT,PENTHOUSE,1300000.0,BUY_REGULAR,3.0,,0,None,0,1,108,None,None,None,,0,
10142022,Vorst,HOUSE,HOUSE,1250000.0,BUY_REGULAR,3.0,452.0,None,None,0,1,None,None,None,452,2,0,GOOD
10301297,Uccle,APARTMENT,APARTMENT,327000.0,BUY_REGULAR,2.0,100.0,0,None,0,1,22,None,None,None,2,None,GOOD
10299331,Ixelles,APARTMENT_GROUP,APARTMENT_GROUP,,BUY_REGULAR,,,None,None,0,None,None,None,None,None,None,None,None
10297118,Berchem-Sainte-Agathe,HOUSE,HOUSE,350000.0,BUY_REGULAR,2.0,145.0,0,None,0,1,2,1,41,0,2,None,
10292494,Bruxelles,HOUSE,HOUSE,475000.0,BUY_REGULAR,4.0,130.0,0,None,0,1,39,1,270,320,3,0,AS_NEW
10286835,Saint-Gilles,HOUSE,MIXED_USE_BUILDING,650000.0,BUY_REGULAR,3.0,150.0,0,None,0,None,None,None,None,0,2,0,TO_RESTORE
10286834,Ixelles,APARTMENT,APARTMENT,370000.0,BUY_REGULAR,2.0,90.0,0,None,0,1,3,None,None,None,2,0,TO_BE_DONE_UP
10284882,Saint-Gilles,APARTMENT,TRIPLEX,350000.0,BUY_REGULAR,4.0,120.0,0,None,0,1,7,None,None,,2,None,AS_NEW
