Id,Locality,House or appartment?,Subtype,Price,Type of sale,Number of rooms,Living area,Fully equipped kitchen,Furnished,Open fire,Terrace,Area of terrace,Garden,Area of garden,Land surface,Number of facades,Swimming pool,State of building
10113032,BREENDONK,APARTMENT,APARTMENT,399500.0,BUY_REGULAR,2,129.0,0,None,0,1,32,None,None,,4,None,
10216377,Ixelles,APARTMENT,APARTMENT,235777.0,BUY_REGULAR,2,,None,None,0,None,None,None,None,None,2,0,
9310355,Oostakker,APARTMENT,APARTMENT,,BUY_REGULAR,3,109.0,None,None,0,1,29,1,None,None,,0,
10238389,Chaudfontaine - Vaux-sous-Chèvremont,HOUSE,HOUSE,168000.0,BUY_REGULAR,3,,0,None,0,None,None,1,80,165,2,0,TO_RENOVATE
9695648,Ninove,HOUSE,HOUSE,,BUY_REGULAR,3,250.0,1,None,0,1,None,None,None,311,2,0,GOOD
9610064,Mere,APARTMENT,APARTMENT,,BUY_REGULAR,2,103.0,0,None,0,1,18,1,None,,3,0,AS_NEW
10280627,Heusden-Zolder,APARTMENT,PENTHOUSE,,BUY_REGULAR,3,110.0,None,None,0,1,14,None,None,None,,None,AS_NEW
10186800,Spa,HOUSE,APARTMENT_BLOCK,360000.0,BUY_REGULAR,6,272.0,0,None,0,None,None,None,None,218,2,0,GOOD
9969718,Champagny-en-Vanoise,APARTMENT,APARTMENT,877800.0,BUY_REGULAR,3,96.0,0,None,0,None,None,None,None,None,None,0,None
10018890,Dunkerque,APARTMENT,DUPLEX,411900.0,BUY_REGULAR,2,82.0,None,None,0,1,13,None,None,None,None,None,None
9196723,Wanze,HOUSE,HOUSE,,BUY_REGULAR,2,100.0,None,None,0,None,None,None,None,496,None,None,None
10216540,Schaerbeek,APARTMENT,APARTMENT,385000.0,BUY_REGULAR,2,129.0,0,None,0,None,None,1,65,None,2,None,JUST_RENOVATED
9675060,Gent,APARTMENT,APARTMENT,,BUY_REGULAR,3,112.0,None,None,0,1,20,None,None,None,2,0,
9079387,Vilvoorde,APARTMENT,APARTMENT,,BUY_REGULAR,3,163.0,None,None,0,1,29,None,None,None,,None,AS_NEW
10211624,Keerbergen,APARTMENT,APARTMENT,899000.0,BUY_REGULAR,4,270.0,0,None,0,1,75,None,None,,4,None,
10121679,Berlare,APARTMENT,APARTMENT,,BUY_REGULAR,2,93.0,0,None,0,1,10,None,None,,None,None,None
9737168,Charleroi Couillet,HOUSE,HOUSE,182000.0,BUY_REGULAR,5,180.0,None,None,0,1,None,None,None,0,2,None,GOOD
10183254,Seraing,APARTMENT,APARTMENT,179000.0,BUY_REGULAR,1,59.0,None,None,0,1,9,None,None,None,,None,
8237912,Arlon,APARTMENT,APARTMENT,,BUY_REGULAR,1,84.0,None,None,0,None,None,None,None,None,None,None,None
10307858,Blankenberge,APARTMENT,APARTMENT,233750.0,BUY_REGULAR,1,62.0,0,None,0,1,2,None,None,,,None,
10304951,Kuurne,APARTMENT,APARTMENT,450000.0,BUY_REGULAR,6,,0,None,0,None,None,None,None,,,None,GOOD
10245604,Aalst,HOUSE,HOUSE,169000.0,BUY_REGULAR,3,,0,None,0,None,None,None,None,50,,0,AS_NEW
10073210,SAINT-LÉGER,HOUSE,HOUSE,380000.0,BUY_REGULAR,3,160.0,0,None,0,1,18,1,None,487,3,None,
10073509,Koksijde,APARTMENT,PENTHOUSE,,BUY_REGULAR,2,,None,None,0,None,None,None,None,,,None,
9346882,Hoegaarden,APARTMENT,GROUND_FLOOR,,BUY_REGULAR,2,90.0,None,None,0,1,11,1,43,,,None,AS_NEW
9474398,Turnhout,APARTMENT,APARTMENT,,BUY_REGULAR,1,81.0,0,None,0,None,None,1,None,,3,None,
10231529,Halle,APARTMENT,APARTMENT,,BUY_REGULAR,2,131.0,0,None,0,1,19,None,None,None,2,0,AS_NEW
8955396,Koksijde,APARTMENT,APARTMENT,,BUY_REGULAR,2,93.0,0,None,0,1,43,None,None,,2,0,AS_NEW
10303999,Bruxelles,HOUSE,HOUSE,575000.0,BUY_REGULAR,5,198.0,0,None,0,1,42,1,15,0,2,None,AS_NEW
10285609,Forest,APARTMENT,APARTMENT,210000.0,BUY_REGULAR,1,70.0,0,None,0,1,10,None,None,None,4,None,
9786002,Lessines,APARTMENT,DUPLEX,235000.0,BUY_REGULAR,2,98.0,None,None,0,1,None,1,None,,,0,
10294617,Evere,APARTMENT,GROUND_FLOOR,245000.0,BUY_REGULAR,3,84.0,0,None,0,1,4,None,None,None,,0,TO_BE_DONE_UP
10130947,Angleur,HOUSE,HOUSE,140000.0,BUY_REGULAR,2,,None,None,0,None,None,None,None,100,None,None,None
10211656,Sleidinge,APARTMENT,APARTMENT,,BUY_REGULAR,1,71.0,1,None,0,1,8,None,None,,,None,
10231315,Liège 2,HOUSE,APARTMENT_BLOCK,420000.0,BUY_REGULAR,3,,1,None,0,None,None,None,None,117,2,None,GOOD
10279917,Braine-l'Alleud,APARTMENT,APARTMENT,292500.0,BUY_REGULAR,1,82.0,0,None,0,1,6,None,None,None,4,0,
9504815,Nieuwpoort,APARTMENT,APARTMENT,,BUY_REGULAR,1,52.0,None,None,0,None,None,None,None,,,0,
10303575,Waremme,APARTMENT,APARTMENT,155000.0,BUY_REGULAR,2,67.0,None,None,0,None,None,None,None,None,,None,GOOD
9978452,Heist-op-den-Berg,APARTMENT,PENTHOUSE,,BUY_REGULAR,3,109.0,0,None,0,1,15,None,None,,3,None,
9580769,Mons,APARTMENT,APARTMENT,,BUY_REGULAR,2,89.0,0,None,0,1,6,None,None,None,,0,AS_NEW
10106341,Liège,HOUSE,HOUSE,,BUY_REGULAR,1,264.0,0,None,0,1,20,None,None,165,,0,GOOD
10255942,Brussels City,APARTMENT,APARTMENT,,BUY_REGULAR,1,69.0,0,None,0,1,7,None,None,None,4,0,AS_NEW
10172989,Esen,HOUSE,HOUSE,210000.0,BUY_REGULAR,3,240.0,0,None,0,None,None,None,None,669,2,None,
10277418,Nieuwpoort,APARTMENT,APARTMENT,,BUY_REGULAR,2,110.0,None,None,0,None,None,1,None,,,0,
10135140,Korinthos,APARTMENT,APARTMENT,150000.0,BUY_REGULAR,2,77.0,None,None,0,None,None,None,None,None,,0,GOOD
9928865,Anderlues,HOUSE,HOUSE,,BUY_REGULAR,3,,None,None,0,1,None,1,210,209,2,None,AS_NEW
9192934,Waterloo,APARTMENT,PENTHOUSE,,BUY_REGULAR,3,90.0,0,None,0,1,8,None,None,,,0,GOOD
10050547,Mechelen,APARTMENT,GROUND_FLOOR,583155.0,BUY_REGULAR,3,140.0,None,None,0,1,45,1,80,None,,None,
9038118,Saint-Gilles,HOUSE,HOUSE,,BUY_REGULAR,4,156.0,0,None,0,None,None,None,None,70,2,None,TO_RENOVATE
9853059,GRAND-ROSIÈRE-HOTTOMONT,HOUSE,HOUSE,,BUY_REGULAR,3,130.0,0,None,0,1,24,1,None,813,4,None,
10194131,La Hulpe,APARTMENT,APARTMENT,355500.0,BUY_REGULAR,2,70.0,0,None,0,1,5,None,None,None,4,None,AS_NEW
10159259,Jette,APARTMENT,APARTMENT,235000.0,BUY_REGULAR,2,65.0,0,None,0,1,3,None,None,None,2,0,GOOD
9362757,Braine-le-Comte,HOUSE,HOUSE,,BUY_REGULAR,4,144.0,0,None,0,None,None,None,None,918,3,None,
8901338,Ath,APARTMENT,GROUND_FLOOR,252480.0,BUY_REGULAR,3,121.0,None,None,0,None,None,1,39,None,,0,
10265752,Montigny-le-Tilleul,HOUSE,VILLA,160000.0,PUBLIC_SALE,3,,None,None,0,None,None,None,None,0,None,None,None
10271223,Dilsen-Stokkem,HOUSE,HOUSE,289900.0,BUY_REGULAR,3,136.0,0,None,0,None,None,1,None,970,4,0,GOOD
9550758,Knokke-Heist,APARTMENT,DUPLEX,,BUY_REGULAR,4,280.0,None,None,0,1,None,None,None,None,2,None,TO_RESTORE
10185870,La Louvière,APARTMENT,FLAT_STUDIO,77500.0,BUY_REGULAR,0,37.0,None,None,0,None,None,None,None,,,None,GOOD
9362733,Braine-le-Comte,HOUSE,HOUSE,,BUY_REGULAR,3,164.0,0,None,0,None,None,None,None,794,3,None,
9615294,Knokke-Heist,HOUSE,HOUSE,,BUY_REGULAR,4,395.0,1,None,0,1,None,1,1347,1345,4,1,AS_NEW
10255167,Merksem,APARTMENT,DUPLEX,225000.0,BUY_REGULAR,1,94.0,None,None,0,1,None,None,None,,2,None,GOOD
10183177,Herne,APARTMENT,APARTMENT,329500.0,BUY_REGULAR,2,110.0,None,None,0,1,21,None,None,,None,None,None
6926345,Brakel,HOUSE,HOUSE,,BUY_REGULAR,3,,None,None,0,1,None,None,None,420,,0,
9762758,Lokeren,HOUSE,HOUSE,,BUY_REGULAR,3,,None,None,0,None,None,1,None,194,None,0,None
9714176,Koksijde,HOUSE,VILLA,,BUY_REGULAR,4,220.0,0,None,0,None,None,1,None,610,4,0,GOOD
10262172,Bastogne,HOUSE,HOUSE,690000.0,BUY_REGULAR,4,266.0,0,None,0,None,None,None,None,2460,4,0,GOOD
9643480,Mouscron,APARTMENT,APARTMENT,,BUY_REGULAR,2,,0,None,0,None,None,1,None,None,,0,
10126817,Strombeek-Bever,APARTMENT,APARTMENT,,BUY_REGULAR,1,76.0,0,None,0,1,11,1,23,,4,None,
9999665,Oostduinkerke,APARTMENT,APARTMENT,695000.0,BUY_REGULAR,2,,None,None,0,None,None,None,None,,None,None,None
9509958,Ottignies,APARTMENT,APARTMENT,,BUY_REGULAR,2,98.0,0,None,0,1,20,None,None,None,,None,
10137763,Mortsel,APARTMENT,APARTMENT,,BUY_REGULAR,3,105.0,0,None,0,1,14,None,None,None,,None,
8817640,Tubize,HOUSE,HOUSE,357702.0,BUY_REGULAR,3,160.0,None,None,0,None,None,None,None,401,3,None,
9779072,Ieper,APARTMENT,APARTMENT,273000.0,BUY_REGULAR,2,95.0,None,None,0,1,None,1,None,,,0,
7854679,Sint-Niklaas,APARTMENT,APARTMENT,336500.0,BUY_REGULAR,2,117.0,None,None,0,1,43,None,None,None,,None,AS_NEW
10314429,Merksem (Antwerpen),APARTMENT,APARTMENT,219000.0,BUY_REGULAR,2,95.0,0,None,0,1,2,None,None,None,2,0,GOOD
9975971,OOSTDUINKERKE,HOUSE,HOUSE,,BUY_REGULAR,3,362.0,0,None,1,1,8,1,380,559,3,None,
10284941,Tessenderlo,APARTMENT,APARTMENT,,BUY_REGULAR,2,102.0,None,None,0,1,27,None,None,None,,None,AS_NEW
9708023,Gent,APARTMENT,APARTMENT,276080.0,BUY_REGULAR,2,93.0,None,None,0,1,10,1,None,,,0,AS_NEW
9927965,Middelkerke,APARTMENT,APARTMENT,,BUY_REGULAR,2,77.0,0,None,0,1,10,None,None,,2,None,
6680235,Sint-Pieters-Leeuw,HOUSE,HOUSE,,BUY_REGULAR,2,,0,None,0,1,10,1,None,239,3,0,
10139977,Barjols,HOUSE,HOUSE,890000.0,BUY_REGULAR,15,610.0,None,None,0,None,None,None,None,117513,None,1,None
9662388,Oostende,APARTMENT,APARTMENT,,BUY_REGULAR,3,117.0,0,None,0,1,4,None,None,,3,0,TO_BE_DONE_UP
9310338,Sint-Jans-Molenbeek,APARTMENT,APARTMENT,,BUY_REGULAR,2,,None,None,0,None,None,None,None,None,None,0,None
9649210,Bruxelles,APARTMENT,APARTMENT,,BUY_REGULAR,1,68.0,0,None,0,1,9,None,None,None,,None,AS_NEW
10220386,Woluwe-Saint-Lambert,APARTMENT,APARTMENT,,BUY_REGULAR,2,93.0,0,None,0,1,19,None,None,None,2,0,AS_NEW
10241425,Stekene,HOUSE,HOUSE,240000.0,BUY_REGULAR,3,,0,None,0,None,None,1,None,450,3,None,TO_RENOVATE
9965556,Ingelmunster,APARTMENT,APARTMENT,213900.0,BUY_REGULAR,1,70.0,None,None,0,1,12,None,None,,2,0,
10063611,Grand-Leez,HOUSE,HOUSE,,BUY_REGULAR,3,,0,None,0,None,None,None,None,1494,4,None,TO_RENOVATE
8528052,OLLOY-SUR-VIROIN,HOUSE,HOUSE,,BUY_REGULAR,4,90.0,0,None,0,None,None,None,None,61,4,None,
10313082,Laeken,HOUSE,HOUSE,980000.0,BUY_REGULAR,6,360.0,0,None,0,1,50,1,350,541,2,0,AS_NEW
9463554,Halle,APARTMENT,APARTMENT,,BUY_REGULAR,3,120.0,0,None,0,1,23,None,None,None,,None,
10076792,Werchter,APARTMENT,APARTMENT,,BUY_REGULAR,3,111.0,0,None,0,1,10,None,None,,,None,
10240765,SAINT-GEORGES-SUR-MEUSE,HOUSE,HOUSE,215000.0,BUY_REGULAR,3,162.0,0,None,0,None,None,1,1245,1245,,None,TO_RENOVATE
9643034,Evere,APARTMENT,APARTMENT,,BUY_REGULAR,3,102.0,None,None,0,1,41,1,None,None,,0,
10217285,Zoutleeuw,APARTMENT,APARTMENT,236300.0,BUY_REGULAR,2,83.0,None,None,0,1,11,None,None,None,2,0,GOOD
10048527,Heule,HOUSE,HOUSE,195000.0,BUY_REGULAR,3,,None,None,0,None,None,None,None,64,2,0,GOOD
9979700,Tsagkarada,HOUSE,VILLA,930000.0,BUY_REGULAR,5,350.0,None,None,1,None,None,None,None,0,,1,AS_NEW
9553795,Gent,APARTMENT,APARTMENT,,BUY_REGULAR,2,77.0,1,None,0,1,5,None,None,,None,None,None
10017333,Auderghem,APARTMENT,APARTMENT,465000.0,BUY_REGULAR,2,82.0,1,None,0,1,24,None,None,None,2,0,AS_NEW
10228113,Boutersem,HOUSE,HOUSE,407913.0,BUY_REGULAR,3,156.0,1,None,0,None,None,None,None,466,,0,AS_NEW
10233851,Halle,HOUSE,OTHER_PROPERTY,660000.0,PUBLIC_SALE,3,,None,None,0,1,None,1,None,0,3,None,TO_BE_DONE_UP
10256711,Heusden,HOUSE,HOUSE,249000.0,BUY_REGULAR,2,130.0,0,None,0,None,None,1,None,895,4,0,
10267216,Braine-l'Alleud,APARTMENT,PENTHOUSE,499500.0,BUY_REGULAR,2,114.0,0,None,0,1,17,None,None,None,4,0,
9821687,Visé,APARTMENT,APARTMENT,,BUY_REGULAR,2,131.0,None,None,0,1,20,None,None,None,2,None,AS_NEW
9941344,Knokke-Heist,APARTMENT,APARTMENT,645000.0,BUY_REGULAR,2,84.0,0,None,0,1,5,None,None,,2,0,
9839548,Knokke,APARTMENT,APARTMENT,,BUY_REGULAR,2,91.0,0,None,0,1,10,None,None,None,2,0,AS_NEW
9795188,Erpe-Mere,HOUSE,HOUSE,,BUY_REGULAR,3,186.0,1,None,0,None,None,1,178,490,3,0,GOOD
9803596,Aarschot,APARTMENT,APARTMENT,268679.0,BUY_REGULAR,2,97.0,None,None,0,None,None,None,None,None,None,None,None
9410484,Halle,APARTMENT,APARTMENT,310000.0,BUY_REGULAR,2,100.0,None,None,0,1,10,None,None,,None,None,None
10297020,Denderleeuw,APARTMENT,APARTMENT,218250.0,BUY_REGULAR,1,77.0,0,None,0,1,6,None,None,None,None,None,None
8136434,Knokke,APARTMENT,APARTMENT,,BUY_REGULAR,2,90.0,None,None,0,1,None,None,None,None,,0,AS_NEW
10077389,Balen,APARTMENT,APARTMENT,219500.0,BUY_REGULAR,1,84.0,0,None,0,1,14,None,None,,3,None,
10189032,PÉRUWELZ,HOUSE,MIXED_USE_BUILDING,850000.0,BUY_REGULAR,15,500.0,0,None,0,1,12,None,None,0,None,None,None
10275069,Vilvoorde,APARTMENT,GROUND_FLOOR,401271.0,BUY_REGULAR,3,150.0,None,None,0,1,10,1,96,None,2,0,
9431367,Sint-Niklaas,APARTMENT,APARTMENT,,BUY_REGULAR,2,96.0,None,None,0,1,10,1,None,None,,0,
9954601,Roeselare,APARTMENT,APARTMENT,,BUY_REGULAR,2,105.0,0,None,0,1,None,None,None,,2,0,AS_NEW
9786779,Grimaud,HOUSE,HOUSE,8600000.0,BUY_REGULAR,12,595.0,None,None,0,None,None,None,None,0,,0,
9837852,Braine-l'Alleud,APARTMENT,APARTMENT,,BUY_REGULAR,2,128.0,0,None,0,1,18,None,None,None,,None,AS_NEW
7135107,Zwevezele,APARTMENT,APARTMENT,,BUY_REGULAR,2,77.0,0,None,0,1,6,None,None,None,2,0,GOOD
10163985,Wodecq,HOUSE,HOUSE,577085.0,BUY_REGULAR,3,,None,None,0,None,None,None,None,2903,None,0,None
9017201,Wavre,APARTMENT,APARTMENT,,BUY_REGULAR,2,104.0,None,None,0,1,14,1,99,None,,None,AS_NEW
10131170,Herstal,APARTMENT,APARTMENT,199000.0,BUY_REGULAR,2,95.0,None,None,0,None,None,None,None,None,3,None,GOOD
10280855,Gilly,HOUSE,HOUSE,195000.0,BUY_REGULAR,4,140.0,0,None,0,None,None,1,None,348,2,None,GOOD
10220486,Heers,HOUSE,HOUSE,269000.0,BUY_REGULAR,7,160.0,1,None,0,1,24,None,None,465,3,None,GOOD
10254315,Tongeren,APARTMENT,APARTMENT,175000.0,BUY_REGULAR,1,63.0,1,None,0,1,10,None,None,,2,0,AS_NEW
10246898,Waterloo,HOUSE,HOUSE,915000.0,BUY_REGULAR,4,,0,None,0,None,None,1,None,2601,4,None,
10291177,Gent,APARTMENT,PENTHOUSE,1274000.0,BUY_REGULAR,3,180.0,None,None,0,1,58,None,None,None,2,0,
9079390,Vilvoorde,APARTMENT,APARTMENT,450000.0,BUY_REGULAR,1,118.0,None,None,0,1,2,None,None,None,,None,AS_NEW
10276075,Kruisem,HOUSE,HOUSE,379000.0,BUY_REGULAR,3,171.0,0,None,0,None,None,1,None,1141,,0,TO_RENOVATE
9463899,Blankenberge,APARTMENT,APARTMENT,,BUY_REGULAR,3,,None,None,0,None,None,None,None,None,,0,JUST_RENOVATED
10032709,Schepdaal,HOUSE,HOUSE,,BUY_REGULAR,3,,0,None,0,None,None,None,None,911,4,None,TO_RENOVATE
10235328,Damme,HOUSE,COUNTRY_COTTAGE,,BUY_REGULAR,4,610.0,None,None,0,None,None,None,None,13500,,0,TO_RENOVATE
9139356,Menen,HOUSE,HOUSE,91562.0,BUY_REGULAR,3,,None,None,0,None,None,None,None,382,None,0,None
7571559,Westerlo,HOUSE,HOUSE,,BUY_REGULAR,3,180.0,0,None,0,None,None,None,None,306,3,None,
10295303,Mons,APARTMENT,APARTMENT,95000.0,BUY_REGULAR,1,58.0,None,None,0,1,8,None,None,None,,None,TO_RENOVATE
9910681,Eeklo,APARTMENT,APARTMENT,225000.0,BUY_REGULAR,2,90.0,None,None,0,1,None,None,None,,2,0,GOOD
9302847,Nieuwpoort,APARTMENT,APARTMENT,,BUY_REGULAR,2,59.0,None,None,0,1,None,1,None,None,,0,AS_NEW
10251012,Ronse,APARTMENT,APARTMENT,,BUY_REGULAR,2,105.0,None,None,0,1,15,None,None,None,2,None,
10279134,Herseaux,HOUSE,HOUSE,249000.0,BUY_REGULAR,5,162.0,1,None,0,None,None,None,None,465,3,None,
9306600,Lombardsijde,HOUSE,HOUSE,,BUY_REGULAR,3,141.0,0,None,0,None,None,None,None,156,2,0,AS_NEW
9773808,Loppem,APARTMENT,APARTMENT,380000.0,BUY_REGULAR,2,105.0,0,None,0,1,30,None,None,,,0,
10286326,Opwijk,HOUSE,HOUSE,454000.0,BUY_REGULAR,3,189.0,0,None,0,1,17,1,107,299,,0,
10139583,Kontich,APARTMENT,DUPLEX,615404.0,BUY_REGULAR,2,142.0,0,None,0,1,13,1,60,,,None,
10292392,Herentals,HOUSE,HOUSE,319000.0,BUY_REGULAR,2,157.0,0,None,0,1,None,1,None,206,3,None,GOOD
9545213,Lebbeke,APARTMENT,LOFT,,BUY_REGULAR,3,105.0,0,None,0,1,43,None,None,,3,None,AS_NEW
9958441,Souvret,HOUSE,HOUSE,100000.0,BUY_REGULAR,2,89.0,None,None,0,None,None,None,None,0,2,None,TO_BE_DONE_UP
10021921,Jemeppe-sur-Meuse,HOUSE,HOUSE,,BUY_REGULAR,2,120.0,0,None,0,1,50,None,None,154,2,0,
10278437,Aalst,APARTMENT,APARTMENT,,BUY_REGULAR,2,88.0,0,None,0,1,20,None,None,,2,None,
7690565,Sint-Michiels,HOUSE,VILLA,,BUY_REGULAR,5,298.0,None,None,1,1,None,None,None,1037,,0,
9127925,Bruyelle,HOUSE,HOUSE,,BUY_REGULAR,4,,None,None,0,None,None,None,None,162,3,None,
10292395,Olen,HOUSE,HOUSE,349000.0,BUY_REGULAR,3,258.0,None,None,0,1,None,1,None,559,,None,GOOD
10237069,Herentals,HOUSE,HOUSE,285000.0,BUY_REGULAR,2,,0,None,0,1,None,None,None,310,2,None,GOOD
10308766,Hove,APARTMENT,APARTMENT,315000.0,BUY_REGULAR,2,94.0,0,None,0,1,25,None,None,,2,0,AS_NEW
7729621,Deurne,APARTMENT,APARTMENT,,BUY_REGULAR,2,,None,None,0,1,None,1,None,,None,0,None
10120011,Kasterlee,HOUSE,VILLA,895000.0,BUY_REGULAR,5,550.0,1,None,0,1,None,None,None,2246,4,None,
9999657,Forchies-la-Marche,HOUSE,HOUSE,225000.0,BUY_REGULAR,3,146.0,0,None,0,None,None,1,142,142,2,0,JUST_RENOVATED
9999027,Testelt,HOUSE,HOUSE,379000.0,BUY_REGULAR,5,500.0,0,None,0,None,None,None,None,1738,,0,GOOD
8710484,Saint-Mard,HOUSE,TOWN_HOUSE,,BUY_REGULAR,4,285.0,None,None,0,1,15,1,200,0,,0,TO_RENOVATE
10076370,Itegem,APARTMENT,DUPLEX,,BUY_REGULAR,3,111.0,None,None,0,None,None,None,None,None,,None,
9710814,Sint-Eloois-Winkel,HOUSE,HOUSE,,BUY_REGULAR,4,,None,None,0,None,None,1,None,0,,0,TO_BE_DONE_UP
9951864,Herenthout,HOUSE,VILLA,745000.0,BUY_REGULAR,5,3665.0,0,None,1,1,100,1,3000,3665,8,0,AS_NEW
10102051,Florennes,APARTMENT,APARTMENT,149000.0,BUY_REGULAR,3,110.0,0,None,0,1,59,None,None,None,3,0,
10095018,Woluwe-Saint-Lambert,APARTMENT,GROUND_FLOOR,550000.0,BUY_REGULAR,3,164.0,0,None,0,1,23,1,10,None,3,0,AS_NEW
9017204,Wavre,APARTMENT,APARTMENT,,BUY_REGULAR,2,93.0,None,None,0,1,29,None,None,None,,None,AS_NEW
7941035,Seraing,HOUSE,HOUSE,,BUY_REGULAR,4,200.0,None,None,0,None,None,None,None,598,4,None,AS_NEW
10202652,Gosselies,APARTMENT,GROUND_FLOOR,165000.0,BUY_REGULAR,1,68.0,0,None,0,1,None,None,None,None,4,None,AS_NEW
10204003,Herent,APARTMENT,APARTMENT,399000.0,BUY_REGULAR,2,100.0,0,None,0,1,29,None,None,,,None,AS_NEW
10259034,Ronse,HOUSE,HOUSE,265000.0,BUY_REGULAR,4,,None,None,0,1,None,1,None,530,,0,AS_NEW
10206421,Uccle,APARTMENT,APARTMENT,295000.0,BUY_REGULAR,1,64.0,0,None,0,1,4,None,None,None,2,0,AS_NEW
9007880,Sint-Idesbald,APARTMENT,APARTMENT,,BUY_REGULAR,3,118.0,None,None,0,None,None,None,None,,,0,JUST_RENOVATED
10294893,Antwerp,APARTMENT,APARTMENT,330000.0,BUY_REGULAR,2,90.0,0,None,0,None,None,None,None,,,0,GOOD
10285565,Roeselare,HOUSE,APARTMENT_BLOCK,235000.0,BUY_REGULAR,0,,None,None,0,None,None,None,None,0,2,0,
10163095,Auderghem,APARTMENT,FLAT_STUDIO,,BUY_REGULAR,0,35.0,None,None,0,1,9,None,None,None,,None,AS_NEW
10241389,Avelgem,HOUSE,EXCEPTIONAL_PROPERTY,375000.0,BUY_REGULAR,4,,None,None,1,None,None,1,None,388,,0,
9548161,Izegem,HOUSE,MANSION,,BUY_REGULAR,4,,None,None,0,None,None,None,None,215,,0,TO_RENOVATE
10020522,Oostende,APARTMENT,APARTMENT,218000.0,BUY_REGULAR,2,,None,None,0,None,None,None,None,,,0,
9971921,PAILHE,APARTMENT,APARTMENT,220000.0,BUY_REGULAR,3,164.0,None,None,0,1,6,None,None,None,2,None,
7656663,Nieuwpoort,APARTMENT,APARTMENT,,BUY_REGULAR,2,,0,None,0,1,23,None,None,,2,0,AS_NEW
10152644,Marousi,APARTMENT,GROUND_FLOOR,630000.0,BUY_REGULAR,7,230.0,None,None,1,1,30,1,40,None,,0,AS_NEW
9495059,Herentals,HOUSE,HOUSE,390000.0,BUY_REGULAR,3,161.0,None,None,0,1,34,1,136,161,2,None,
9743280,Warchin,HOUSE,HOUSE,,BUY_REGULAR,3,100.0,None,None,0,None,None,None,None,4489,,None,
7928418,Willebroek,HOUSE,HOUSE,,BUY_REGULAR,3,,None,None,0,1,None,1,None,195,,0,GOOD
7512357,Oostende,APARTMENT,APARTMENT,,BUY_REGULAR,1,64.0,None,None,0,1,11,None,None,None,,None,
10178378,Seraing,HOUSE,HOUSE,259000.0,BUY_REGULAR,4,160.0,0,None,0,1,40,None,None,115,4,0,AS_NEW
9557727,Kapellen,HOUSE,VILLA,2650000.0,BUY_REGULAR,5,670.0,0,None,0,1,None,None,None,9665,4,1,
8513866,Mons,HOUSE,HOUSE,,BUY_REGULAR,2,,0,None,0,1,None,None,None,80,2,None,TO_BE_DONE_UP
10094646,Templeuve,HOUSE,HOUSE,450950.0,BUY_REGULAR,4,175.0,None,None,0,None,None,1,None,1739,4,None,
10252947,Les-Bons-Villers,HOUSE,VILLA,496782.0,BUY_REGULAR,4,210.0,1,None,0,1,29,1,445,445,3,None,
10183379,Morlanwelz,HOUSE,APARTMENT_BLOCK,,BUY_REGULAR,12,500.0,0,None,0,None,None,None,None,900,4,None,
9452875,Boechout,HOUSE,HOUSE,,BUY_REGULAR,3,,None,None,0,None,None,1,None,460,None,0,None
9882103,Tournai,HOUSE,HOUSE,,BUY_REGULAR,2,,None,None,0,None,None,None,None,0,4,None,TO_RESTORE
10160392,Verviers,HOUSE,APARTMENT_BLOCK,300000.0,BUY_REGULAR,7,330.0,0,None,0,1,28,None,None,187,3,0,GOOD
10286795,Bastogne,HOUSE,HOUSE,209000.0,BUY_REGULAR,2,140.0,0,None,0,1,57,1,1114,1250,3,0,TO_RENOVATE
9377448,Oostende,APARTMENT,APARTMENT,,BUY_REGULAR,3,124.0,None,None,0,1,38,None,None,,,None,
10259193,Uccle,HOUSE,HOUSE,950000.0,BUY_REGULAR,5,175.0,1,None,0,1,None,None,None,200,3,0,AS_NEW
9558153,Bruyelle,HOUSE,HOUSE,325995.0,BUY_REGULAR,3,190.0,1,None,0,1,25,1,270,430,4,None,
9159361,Halle,APARTMENT,APARTMENT,,BUY_REGULAR,2,111.0,None,None,0,1,12,None,None,None,,None,AS_NEW
10122230,Boom,HOUSE,HOUSE,219000.0,BUY_REGULAR,2,90.0,0,None,0,1,10,None,None,55,2,None,GOOD
9110768,Aalst,HOUSE,HOUSE,,BUY_REGULAR,2,159.0,0,None,0,1,12,1,220,360,2,None,TO_RENOVATE
10306736,Evergem Sleidinge,APARTMENT,APARTMENT,,BUY_REGULAR,2,105.0,1,None,0,1,10,None,None,None,2,0,AS_NEW
7512838,Oostende,APARTMENT,APARTMENT,,BUY_REGULAR,3,116.0,None,None,0,1,37,None,None,None,,None,
10054807,Brugge,HOUSE,HOUSE,330000.0,BUY_REGULAR,4,225.0,0,None,0,None,None,1,126,210,2,0,
10265526,Hasselt,APARTMENT,APARTMENT,199500.0,BUY_REGULAR,2,72.0,0,None,0,None,None,None,None,None,,0,GOOD
10298446,Aalst,APARTMENT,APARTMENT,,BUY_REGULAR,3,123.0,None,None,0,1,21,None,None,,2,None,TO_RESTORE
9088036,Jette,HOUSE,HOUSE,,BUY_REGULAR,4,120.0,0,None,0,1,3,1,25,0,2,0,TO_RENOVATE
9579336,Avelgem,APARTMENT,APARTMENT,,BUY_REGULAR,2,,0,None,0,1,12,None,None,,,0,
7888481,Peutie,HOUSE,HOUSE,,BUY_REGULAR,4,,None,None,0,None,None,None,None,0,None,0,None
